title,description,datePublished,citation,keywords,license,funder,geographicDescription,northBoundCoord,eastBoundCoord,southBoundCoord,westBoundCoord,wktString,startDate,endDate
Woody plant vegetation structure: ACCE DTP analytical subset,"Structure measurements, including height, canopy diameter, and stem diameter, as well as mapped position of individual woody plants",2024-04-17,"National Ecological Observatory Network. 2020. Data Products: DP1.10098.001. Provisional data downloaded from http://data.neonscience.org on 2020-01-15. Battelle, Boulder, CO, USA","shrubs, productivity, canopy height, plants, saplings, plant productivity, trees, woody plants, carbon cycle, vegetation, net primary productivity (NPP), lianas, vegetation structure, biomass, production, tree height, annual net primary productivity (ANPP)",CC-0,National Science Foundation,NEON Domain areas D01:D09,47.16582,-66.82463,17.95570,-99.11107,NA,2015-05-18,2018-11-16
